OccID,OccNo,Latitude,Longitude,CountryID_DisplayEng,OccDate,OccIncidentTypeID_DisplayEng,OccTime,OccTypeID_DisplayEng,ProvinceID_DisplayEng,InitTSBNotifDate,ReportedByID_DisplayEng,RespRegionID_DisplayEng,Summary,InjuriesEnum_DisplayEng,DeployedEnum_DisplayEng,RegistrationNo,AircraftTypeID_DisplayEng,AircraftMakeID_DisplayEng,OrganizationID_DisplayEng,OperatorTypeID_DisplayEng,WeightCategoryID_DisplayEng,LandingGearID_DisplayEng,WakeTurbulenceCategoryID_DisplayEng,YearOfManuf,NumberOfEngine,DamageLevelID_DisplayEng,OperationTypeID_DisplayEng,ICAODepart
148110,A15A0107,60.0,-45.0,CANADA,2015-12-31,EMERGENCY/PRIORITY (xi),15:09:00,INCIDENT,,12/31/2015 12:00:00 AM,NAV CANADA,ATLANTIC,N29124 a United Airlines Boeing 757 operating as UAL162 was on a flight from Glasgow Scotland (EGPF) to Newark/Liberty Intl NJ (KEWR). While in cruise the crew noted that the left windshield was cracked. The crew actioned the quick reference handbook to address the problem. They then declared a PAN PAN PAN conducted a track offset to descend and diverted to Gander NL (CYQX). The aircraft landed overweight at Gander without further incident. Maintenance personnel conducted an overweight inspection replaced the left windshield and the windshield heat controller. The aircraft was released back to service.,No,No,N29124,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1998,2,NONE,AIR TRANSPORT,EGPF
148082,A15F0162,19.75777778,-70.57,DOMINICAN REPUBLIC,2015-12-19,EMERGENCY/PRIORITY (xi),03:50:00,INCIDENT,,12/19/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GTQX an Air Transat B737-800 operating as TSC783 was on its initial climb from Puerto Plata/Gregorio Luperón Intl Dominican Republic (MDPP) when a failure of the THS electric trim system occurred. The malfunction rendered the autopilot inoperative; the manual function of the THS trim system worked normally. An emergency was declared and the aircraft diverted and landed at Punta Cana Intl Dominican Republic (MDPC). Post - Air Transat submitted a report to Toronto region in iZone.,No,No,C-GTQX,AEROPLANE,BOEING,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2007,2,NONE,AIR TRANSPORT,MDPP
148061,A15F0157,41.80444444,12.25083333,ITALY,2015-12-02,DIFFICULT TO CONTROL (iv),09:25:00,INCIDENT,,12/2/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A15F0157 - C-GLCA an Air Canada B767-300 operating as ACA890 flew from Toronto/LBPIA ON (CYYZ) to Rome/Leonardo da Vinci Intl Italy (LIRF). During approach for RWY 16L at LIRF a TE Flap Disagree EICAS message was generated when Flap 20 was selected. A go-around was initiated and Flap 20 was selected successfully by using the alternate extension. An operational check was completed and the EICAS message cleared.,No,No,C-GLCA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,NONE,AIR TRANSPORT,CYYZ
148025,A15A0098,65.0,-50.0,CANADA,2015-11-29,ENGINE (i),04:56:00,INCIDENT,,11/29/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The Kalitta Air B747 (registration N743CK) cargo aeroplane was enroute from Leipzig (EDDP) to Cincinnati (KCVG). While in cruise passing 65N 050W the crew shut down the #4 engine as a precautionary measure. The crew did not declare an emergency and the flight continued to destination. TSB has requested further details from Kalitta Air and is awaiting their response.,No,No,N743CK,AEROPLANE,BOEING,KALITTA AIR LLC,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1993,4,NONE,AIR TRANSPORT,
147960,A15F0143,53.35222222,-6.48833333,IRELAND,2015-08-15,DIFFICULT TO CONTROL (iv),07:52:00,INCIDENT,,8/15/2015 12:00:00 AM,FOREIGN AIB,HEAD OFFICE,A15F0143 - The DHC- 6-300 aircraft (C-GSGF) operated by Sander Geophysics Ltd departed Weston Airport Ireland (EIWT). During the flight the wing tip mission pod separated. The aircraft diverted back to EIWT where a precautionary landing was completed. The Air Accident Investigation Unit (AAIU) of Ireland investigated (IRL00915056).,No,No,C-GSGF,AEROPLANE,VIKING AIR LIMITED,SANDER GEOPHYSICS LIMITED,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),TRICYCLE FIXED,LIGHT,1979,2,MINOR,BUSINESS,EIWT
147957,A15Q0167,58.0,-50.0,CANADA,2015-10-27,UNABLE TO PERFORM (vi),17:45:00,INCIDENT,,11/13/2015 12:00:00 AM,OPERATOR,QUEBEC,L’Airbus 330-300 exploité par Air Canada sous l’indicatif ACA865 effectuait un vol selon les règles de vol aux instruments de Londres Heathrow (EGLL) à destination de Montréal/Pierre Elliot Trudeau QC (CYUL) avec 180 passagers et 9 membres d'équipage à bord. Au-dessus de l’Atlantique Nord un membre du personnel navigant commercial est devenu malade et n’a pu effectuer ses tâches. Aucune urgence déclarée et l'appareil s'est posé sans encombre.,No,No,C-GFAJ,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,EGLL
147929,A15A0090,51.8,-54.53333333,CANADA,2015-10-30,ENGINE (i),11:20:00,INCIDENT,,10/30/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The Global 5000 N560U was on a flight from London Gatwick to Hartford CT. During cruise the crew advised they were having hydraulic problems and requested to divert to Gander NL. Five minutes later the crew declared an emergency due to the loss of the #1 hydraulic system and shut down #1 engine as a precautionary measure. The aircraft landed in Gander without incident.,No,No,N560U,AEROPLANE,BOMBARDIER,,PRIVATE,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2009,2,NONE,AIR TRANSPORT,EGKK
147924,A15A0089,59.0,-40.0,CANADA,2015-10-23,UNABLE TO PERFORM (vi),13:00:00,INCIDENT,,10/28/2015 12:00:00 AM,OPERATOR,ATLANTIC,The Air Canada Airbus 330 registration C-GFAJ operating as AC833 was on a flight from Brussels Belgium to Montreal QC. While en route a flight attendant became ill and was unable to continue duties. EMS met the flight upon arrival.,No,No,C-GFAJ,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,EBBR
147919,A15F0136,51.46666667,-0.45,UNITED KINGDOM,2015-10-20,EMERGENCY/PRIORITY (xi),18:35:00,INCIDENT,,10/23/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,The crew of Air Canada 767-300 (C-GLCA) on a scheduled flight to Toronto (CYYZ) observed throttle stagger during take-off from London Heathrow (EGLL). The L/H thrust lever was pushed forward in order to reach the desired thrust setting. The stagger persisted during initial climb and the engine (General Electric CF6-80C2B6F) could not fully attain climb thrust. A return to EGLL was initiated and “PAN PAN” declared. Thrust settings were normal throughout descent and approach. Company maintenance reports that the L/H engine fuel pump and hydro-mechanical unit were replaced and additional maintenance checks are in progress.,No,No,C-GLCA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,2,NONE,AIR TRANSPORT,EGLL
147918,A15A0088,54.1,-33.51666667,CANADA,2015-10-27,LOSS OF SEPARATION (x),03:07:00,INCIDENT,,10/27/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The KLM Royal Dutch Airlines Boeing 747 (PH-BFY) operating as KLM32 was on a flight from Toronto to Amsterdam Netherlands. While in cruise the crew requested a climb to FL370. ATC cleared KLM32 to FL360 and advised them unable to get higher due to conflicting traffic. KLM32 climbed to FL370 resulting in a loss of separation with two aircraft; the separation was reduced to 6 minutes with one aircraft and 13 minutes with another. The required standard separation is 15 minutes. ATC issued a clearance back to FL360. KLM32 was at the incorrect altitude for less than 5 minutes.,No,No,PH-BFI,AEROPLANE,BOEING,KLM ROYAL DUTCH AIRLINES,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,1991,4,NONE,AIR TRANSPORT,KIAH
147911,A15F0134,13.93611111,-90.83583333,GUATEMALA,2015-10-19,ENGINE (i),18:20:00,INCIDENT,,10/19/2015 12:00:00 AM,OWNER OF AIRCRAFT,HEAD OFFICE,A15F0134 - C-GJKB a DC-3C operated by Kenn Borek Air departed McAllen TX and was en route for Liberia Costa Rica.  An un-commanded shut down of one of the engines occurred in the vicinity of Puerto San Jose Airport (MGSJ).   The aircraft landed uneventfully in MGSJ. The operator said that they will provide additional information to the Transportation Safety Board (TSB) of Canada.,No,No,C-GJKB,AEROPLANE,MCDONNELL DOUGLAS,KENN BOREK AIR,COMMERCIAL,5701-27000 KG   (12566-59525 LBS),TAIL WHEEL MAINS RETRACT,MEDIUM,1944,2,NONE,AIR TRANSPORT,
147876,A15F0132,29.58222222,-14.01472222,SPAIN,2015-10-05,EMERGENCY/PRIORITY (xi),11:00:00,INCIDENT,,10/5/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A15F0132 - The Sunwing Airlines Boeing 737-800 (C-FEAK) was on approach for the Lanzarote Airport Canary Islands Spain (GCRR) from Dublin Intl Ireland (EIDW). When Flap 25 was selected the flap indicator stopped between 15 & 25. A go around was initiated at about 1 000' and a hold was requested in order to perform checklist actions. Priority handling was requested followed by an uneventful Flap 15 landing.,No,No,C-FEAK,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2004,2,NONE,AIR TRANSPORT,EIDW
147862,A15F0129,22.30888889,113.9147222,CHINA,2015-09-30,SMOKE OR FIRE (iii),06:53:00,INCIDENT,,9/30/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A15F0129 - C-FIUL an Air Canada Boeing B777-300 operating as ACA015 from Toronto/LBPIA ON (CYYZ) to Hong Kong/Chek Lap Kok Intl (VHHH) experienced a brake fire on the main landing gear after arrival. A Mayday was initiated. The fire self-extinguished without agent application and the aircraft was towed to a hard stand for deplanement. Post - A cabin pressure plate disk had failed causing a hydraulic leak and fire at the number 6 brake. The number 6 main wheel assembly and brake were replaced and a wire conduit was repaired as per SWPM 20-10-91.,No,No,C-FIUL,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2007,2,NONE,AIR TRANSPORT,CYYZ
147857,A15F0127,11.41916667,-85.97833333,NICARAGUA,2015-10-02,,18:05:00,ACCIDENT,,10/5/2015 12:00:00 AM,FOREIGN CAA,HEAD OFFICE,A KASI Aviation Services Inc Piper PA-31 (C-GCMD) departed from the Augusto César Sandino Intl Airport Managua Nicaragua (MNMG) to conduct a geological survey flight. The aircraft crashed in mountainous terrain in the Veracruz region 9 nautical miles west of the city of Rivas Nicaragua. Due to the impact and fire the aircraft was completely destroyed. The pilot the sole occupant sustained fatal injuries. The Nicaraguan Institute of Civil Aeronautics investigated (reference: INAC-ACCID-02-2015).,Yes,No,C-GCMD,AEROPLANE,PIPER,KASI AVIATION SERVICES INC.,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),TRICYCLE ALL RETRACT,LIGHT,1979,2,DESTROYED,PHOTO/SURVEY,MNMG
147825,A15F0119,-34.82222222,-58.53583333,ARGENTINA,2015-09-23,,16:10:00,ACCIDENT,,9/23/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A15F0119 - C-GHLA an Air Canada B767-300 operating as ACA0092 was in descent from Santiago Chile (SCEL) to Buenos Aires Argentina (SAEZ) when it encountered moderate turbulence while penetrating cloud layers. One cabin crew member sustained serious injuries while another one received minor injuries. Both were unable to continue their duties. Flight attendant duties were distributed among the remaining cabin crew. The aircraft landed uneventfully with ARFF on standby.,Yes,No,C-GHLA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1992,2,NONE,AIR TRANSPORT,SCEL
147820,A15F0118,78.6,-141.3555556,INTERNATIONAL WATERS,2015-09-28,SLUNG LOAD RELEASED (xii),23:16:00,INCIDENT,,9/29/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,The Canadian Coast Guard Messerschmitt-Bolkow-Blohm BO105 S CDN-BS-4 C-GCHV was operating from the CCGS Louis St.-Laurent in the Canada Basin of the Arctic Ocean. C-GCHV was conducting longline operations of science equipment from research ice station to vessel when the sling load on short lanyard separated from longline at the release hook. The science equipment was damaged in the release but was recovered. Transport Canada and shipboard investigations are in progress.,No,No,C-GCHV,HELICOPTER,MESSERSCHMITT-BOLKOW-BLOHM (MBB),CANADIAN COAST GUARD,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),SKID,LIGHT,1985,2,NONE,HELISLINGING,
147759,A15F0112,50.03333333,8.56666667,GERMANY,2015-09-07,EMERGENCY/PRIORITY (xi),10:24:00,INCIDENT,,9/7/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,"A15F0112 – C-GFAH an Air Canada Airbus A330 operating as ACA0876 from Toronto/LBPIA (CYYZ) to Frankfurt/Rhein-Main Intl (EDDF) was on approach to RWY 25R when a \HYD G ENG 1 PUMP LO PR\"" ECAM message was generated upon extension of the landing gear. The crew declared a PAN PAN with ATC and the flight was met by emergency vehicles after exiting the runway. The aircraft was towed the remainder of the distance to the gate. Post -  The L/H Main Landing Gear supply line was replaced.""",No,No,C-GFAH,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,CYYZ
147744,A15F0109,57.0,-180.0,INTERNATIONAL WATERS,2015-09-01,UNABLE TO PERFORM (vi),01:00:00,INCIDENT,,9/8/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,The Air Canada Boeing 767-300 C-FCAB was operating as flight ACA009 from Calgary AB (CYYC) to Narita Japan (RJAA). During cruise the relief pilot became unwell and was unable to continue with their duties. Duties were distributed between the Captain and the First Officer for the remainder of the flight. EMS met the aircraft upon arrival at RJAA.,No,No,C-FCAB,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1988,2,NONE,AIR TRANSPORT,CYYC
147689,A15A0061,48.0,-42.0,CANADA,2015-08-24,EMERGENCY/PRIORITY (xi),22:12:00,INCIDENT,,8/25/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The American Airlines Boeing 757-200 (flight AAL130 registration N187AN) was en route from New York/John F Kennedy Intl (KJFK) to Birmingham UK (EGBB). While in cruise flight at approximate position 48 degrees north and 042 degrees west over the North Atlantic the left hand Integrated Drive Generator (IDG) failed. The Auxiliary Power Unit (APU) was started but then experienced an auto shutdown. The right hand IDG remained operative but as per American Airlines procedures the crew declared an emergency and diverted to a suitable airport Gander NL (CYQX) for repairs. The operator’s maintenance replaced the left hand IDG and the aircraft was returned to service.,No,No,N187AN,AEROPLANE,BOEING,AMERICAN AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2001,2,NONE,AIR TRANSPORT,KJFK
147688,A15A0060,45.28333333,-57.75,CANADA,2015-08-17,EMERGENCY/PRIORITY (xi),01:07:00,INCIDENT,,8/17/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The United Airlines Boeing 767 (registration N672UA operating as UAL936) was on a flight from Washington/Dulles VA to Zurich Switzerland. While in cruise four flight attendants reported symptoms in varying degrees of dizziness and light headedness. The crew declared a medical emergency and diverted to Newark NJ.  The flight attendants continued to perform their duties and upon landing they were checked out by EMTs. Maintenance and ARFF checked the air quality with no findings. The aircraft was re-crewed and returned to service.,No,No,N672UA,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,1999,2,NONE,AIR TRANSPORT,KIAD
147677,A15F0101,53.88333333,-122.6833333,GUYANA,2015-08-15,UNABLE TO PERFORM (vi),08:55:00,INCIDENT,,8/27/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A Boeing 777-300 operated by Air Canada (flight 0090 registration C-FIVQ) departed Toronto/LBPIA (CYYZ) destined for São Paulo/Guarulhos International Airport (SBGR). While en route a flight attendant became ill and was unable to continue duties. The flight diverted to Grantley Adams International Airport Barbados (TBPB) for medical attention.,No,No,C-FIVQ,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2008,2,NONE,AIR TRANSPORT,CYYZ
147674,A15Q0124,53.0,-30.0,CANADA,2015-08-21,UNABLE TO PERFORM (vi),13:50:00,INCIDENT,,8/27/2015 12:00:00 AM,OPERATOR,QUEBEC,ACA835 un A330 immatriculé C-GHKX exploité par Air Canada a décollé de Genève (Suisse) à destination de Montréal/Pierre Elliott Trudeau. En vol de croisière un agent de bord s’est blessé et n’a pas été en mesure d’exercer ses fonctions.,Yes,No,C-GHKX,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,LSGG
147670,A15F0100,54.6575,-6.21583333,IRELAND,2015-08-22,SMOKE OR FIRE (iii),13:25:00,INCIDENT,,8/22/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,A Boeing 767-300 operated by Air Canada (flight 0825 registration C-GHOZ) departed Amsterdam (EHAM) destined for Toronto/LBPIA (CYYZ). Approximately 250 nm west of Belfast Ireland (EGAA) smoke/fumes was reported in the forward galley area. Power was removed from the forward galley the crew declared a MAYDAY and proceeded to the nearest airport. The flight landed in Belfast without further incident. The operator is investigating the incident. The source of smoke was believed to be from a coffee maker located in the forward galley.,No,No,C-GHOZ,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1989,2,NONE,AIR TRANSPORT,EHAM
147660,A15F0099,50.37024722,127.4375361,RUSSIA,2015-08-18,EMERGENCY/PRIORITY (xi),13:00:00,INCIDENT,,8/18/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,The Air Canada Boeing 777-300 C-FIUV operating as flight ACA032 departed ZBAA Beijing China destined for CYYZ Toronto.  After departure a passenger became violent and required restraint. The flight crew declared a PAN PAN with ATC and returned to ZBAA.,No,No,C-FIUV,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2008,2,NONE,AIR TRANSPORT,ZBAA
147655,A15A0056,52.41666667,-33.83333333,CANADA,2015-08-20,EMERGENCY/PRIORITY (xi),16:26:00,INCIDENT,,8/20/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The Delta Air Lines Airbus A330 (registration N818NW operating as DAL245) was on a flight from Rome Italy to New York/JFK with the number two generator on maintenance carry over (MCO). In cruise the crew received a fault message for the Auxiliary Power Unit (APU) and was unable to reset the APU generator. The crew declared an emergency and diverted to Keflavik Iceland where they landed safely without further incident.,No,No,N818NW,AEROPLANE,AIRBUS,DELTA AIR LINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2007,2,NONE,AIR TRANSPORT,LIRF
147519,A15F0078,53.42138889,-6.27,IRELAND,2015-07-17,SMOKE OR FIRE (iii),15:40:00,INCIDENT,,7/17/2015 12:00:00 AM,TRANSPORT CANADA,HEAD OFFICE,Air Transat flight TSC315 an Airbus A330-200 (C-GITS) aircraft was en route to Toronto LBPIA from Rome Italy at FL380 when the captain was notified of smoke and an acrid odour in the cabin. The flight crew declared a PAN PAN carried out an emergency decent and diverted to Dublin Ireland. While the flight crew was carrying out the emergency procedures an ECAM message confirmed a fault in the cabin circulation system. Once all the emergency procedures were completed the smoke dissipated rapidly. The aircraft landed without further incident. Maintenance identified the source of the odour as a failed right hand recirculation fan. The fan was replaced and the aircraft was returned to service.,No,No,C-GITS,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1999,2,NONE,AIR TRANSPORT,LIRF
147497,A15F0075,28.56866667,77.11222222,INDIA,2015-07-12,EMERGENCY/PRIORITY (xi),07:45:00,INCIDENT,,7/12/2015 12:00:00 AM,MANUFACTURER,HEAD OFFICE,An Airmid Aviation Services Bombardier Global GV5000 (C-FCZS) experienced a DC ESS BUS FAIL (DC essential bus) and lost multiple aircraft systems including navigational selection capability upon turning on final approach to Runway 29 at Indira Gandhi International Airport India (VIDP). The flight crew declared an emergency initiated a “Go Around” and returned for landing using precision approach radar (PAR). The aircraft landed without further incident. The weather conditions reported at the time of the incident were instrument meteorological conditions (IMC) overcast with a 400 foot ceiling visibility 2 miles (3.2 KM) temperature 26 C; wind 300 degrees at 8 knots. No injuries were reported. The Aircraft Accident Investigation Bureau (India) has initiated an investigation.,No,No,C-FCZS,AEROPLANE,BOMBARDIER,Airmid Aviation Services ,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2014,2,NONE,BUSINESS,
147303,A15A0032,62.0,-40.0,CANADA,2015-05-29,FUEL SHORTAGE (viii),08:15:00,INCIDENT,,5/29/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The Ballard Aviation Inc. King Air (N426SD) aeroplane was en route from Keflavik (BIKF) to Goose Bay (CYYR). While in cruise flight at 62N 040W with stronger than forecast headwinds the aircraft diverted to Narsarsuaq airport (BGBW) for fuel.,No,No,N426SD,AEROPLANE,BEECH,BALLARD AVIATION,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),TRICYCLE ALL RETRACT,LIGHT,2001,2,NONE,BUSINESS,BIKF
147291,A15F0058,18.50333333,-77.91333333,JAMAICA,2015-05-09,SMOKE OR FIRE (iii),13:10:00,INCIDENT,,5/25/2015 12:00:00 AM,OPERATOR,QUEBEC,Le Boeing 737-800 exploité par Air Transat sous l'indicatif TSC548 effectuait un vol selon les règles de vol aux instruments depuis l’aéroport de Montréal/Pierre Elliott Trudeau International QC (CYUL) à destination de Sangster International Airport à Montego Bay en Jamaïque (MKJS) avec 6 membres d’équipage et aucun passager. Lors de l’approche à environ 5 miles marins de l’interception de l’alignement de la piste 07 de la fumée s’échappait d’un des fours de la cuisine avant de l’appareil. L’équipage a déclaré un état d’urgence et les services de Sauvetage et lutte contre les incendies d'aéronefs (SLIA) ont été mis en alerte. L’appareil s’est posé sans encombre. Après l’atterrissage la fumée s’était dissipée et l’appareil a circulé jusqu’au point de stationnement. Il n’y a eu aucun blessé ni dommage. Une défaillance interne du four était à l’origine de la fumée.,No,No,C-GTQG,AEROPLANE,BOEING,AIR TRANSAT A.T.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2006,2,NONE,AIR TRANSPORT,CYUL
147290,A15A0031,62.0,-40.0,CANADA,2015-05-22,FUEL SHORTAGE (viii),12:30:00,INCIDENT,,5/22/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The corporately-owned Beech Jet 400A (registration N400XT) aeroplane departed Reykjavik (BIRK) for Goose Bay (CYYR). The departing controller held the aircraft at a lower altitude for higher traffic and a higher fuel burn ensued for a longer than expected time. As the crew passed 62N040W they decided to divert to Narsarsuaq (BGBW) for additional fuel due to this unforeseen circumstance. The flight proceeded as normally scheduled after this stop..,No,No,N400XT,AEROPLANE,BEECH,,PRIVATE,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,1997,2,NONE,BUSINESS,BIRK
147172,A15A0020,56.0,-40.0,CANADA,2015-04-24,LOSS OF SEPARATION (x),11:00:00,INCIDENT,,4/24/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The Air Canada Boeing 777-300ER registration C-FIUV operating as AC869 was on a flight from London Heathrow to Toronto.  During cruise AC869 requested a climb to FL360 via CPDLC. AC869 was cleared to FL350 with an advisory that “requested level not available”. AC869 acknowledged the clearance and climbed to FL360. When the flight level was confirmed the clearance was issued to descend to FL350. A private Falcon 900 registration N420PD was on the identical track 7 minutes in trail at FL360. A loss of separation occurred; the separation required was 8 minutes.,No,No,N420PD,AEROPLANE,DASSAULT-BREGUET,,PRIVATE,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,2001,3,NONE,BUSINESS,
147035,A15A0014,61.0,-41.0,CANADA,2015-03-11,EMERGENCY/PRIORITY (xi),12:00:00,INCIDENT,,3/11/2015 12:00:00 AM,NAV CANADA,ATLANTIC,The private Cessna 525 registration N86LA was on a flight from Goose Bay NL to Keflavik Iceland . While at FL430 the crew advised that they were concerned about the weather at destination and requested to divert to Narsarsuaq Greenland. ATC was unable to give them a clearance due to traffic. Ten minutes later N86LA declared an emergency indicating they had low fuel. ATC could not provide a clearance until reaching FL270. The aircraft descended without any risk of collision and was cleared to Narsarsuaq when reaching FL270. N86LA landed without incident.,No,No,N86LA,AEROPLANE,CESSNA,,PRIVATE,2251-5700 KG    (4961-12565 LBS),TRICYCLE ALL RETRACT,LIGHT,1993,2,NONE,,CYYR
147026,A15F0035,21.0367,-86.8769,MEXICO,2015-03-01,EMERGENCY/PRIORITY (xi),04:40:00,INCIDENT,,3/6/2015 12:00:00 AM,OPERATOR,HEAD OFFICE,The Sunwing Airlines 737-800 C-GNCH was departing from Cancun International Airport (CUN) for Winnipeg MB (CYWG) as flight SWG584. At approximately 400 feet after takeoff engine vibrations were experienced on the number 1 engine (CFM56-7). The relevant checklists were actioned and the #1 engine was retarded to idle thrust. Priority handling was requested with ATC and the aircraft returned to CUN for an uneventful landing. Post-flight inspection determined a bird had impacted the fan blades on the number 1 engine.  The aircraft was removed from service.,No,No,C-GNCH,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2014,2,MINOR,AIR TRANSPORT,
146997,A15F0031,23.15166667,-109.7208333,MEXICO,2015-02-26,EMERGENCY/PRIORITY (xi),20:00:00,INCIDENT,,3/2/2015 12:00:00 AM,OPERATOR,QUEBEC,Le Boeing 737-800 exploité par Sunwing Airlines Inc. sous l’indicatif SWG573 effectuait un vol selon les règles de vols aux instruments depuis l’aéroport Montréal Pierre Elliott Trudeau (CYUL) QC à destination de Los Cabos International au Mexique(MMSD) avec 156 passagers et 6 membres d’équipage à bord. En approchant sa destination alors que l’appareil se trouve au niveau de vol 350 la lumière « Stabilizer Out of Trim » s’illumine. L’équipage complète la liste de vérification et déclare une urgence auprès du contrôle de la circulation aérienne. L’appareil se pose sans encombre avec les services de Sauvetage et lutte contre les incendies d'aéronefs (SLIA) en attente. Les freins de l’appareil ont été inspectés et par la suite l’appareil a circulé à la barrière sans autres difficultés. Il n’y a eu aucun blessé ni dommage.,No,No,C-FJVE,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2006,2,NONE,AIR TRANSPORT,CYUL
