OccID,OccNo,Latitude,Longitude,CountryID_DisplayEng,OccDate,OccIncidentTypeID_DisplayEng,OccTime,OccTypeID_DisplayEng,ProvinceID_DisplayEng,InitTSBNotifDate,ReportedByID_DisplayEng,RespRegionID_DisplayEng,Summary,InjuriesEnum_DisplayEng,DeployedEnum_DisplayEng,RegistrationNo,AircraftTypeID_DisplayEng,AircraftMakeID_DisplayEng,OrganizationID_DisplayEng,OperatorTypeID_DisplayEng,WeightCategoryID_DisplayEng,LandingGearID_DisplayEng,WakeTurbulenceCategoryID_DisplayEng,YearOfManuf,NumberOfEngine,DamageLevelID_DisplayEng,OperationTypeID_DisplayEng,ICAODepart
54783,A85A4084,54.58333333,-56.0,INTERNATIONAL WATERS,1985-11-16,J. ROC / LOS,15:16:00,INCIDENT,UNKNOWN,11/16/1985 12:00:00 AM,UNKNOWN,ATLANTIC, AIR CANADA NOT PASSED BY MONCTON TO GANDER. TWA CLEARED FROM FL 330 TO 350. BOTH A/C APPEARED ON RADAR ON SAME ROUTE AT FL350.,No,Unknown,C-GAGI,AEROPLANE,LOCKHEED,AIR CANADA,,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1981,3,,,
51580,A81W0134,69.91666667,-132.8333333,CANADA,1981-11-09,,20:18:00,ACCIDENT,UNKNOWN,11/9/1981 12:00:00 AM,UNKNOWN,WESTERN,A81W0134: THE CREW WAITED IN VAIN FOR 7 HRS HOPING THE WEATHER WOULD IMPROVE AT THE DEPARTURE AERODROME AND THE DESTINATION (AN OIL RIG IN THE BEAUFORT SEA). THE HELICOPTER WAS FINALLY DISPATCHED AT NIGHT IN IFR CONDITIONS TO FULFILL THE LEASING COMPANY'S REQUIREMENT TO HAVE A MACHINE AND CREW AT THE DRILL SITE. ON ARRIVAL AT THE OIL RIG THE CREW COMMENCED A NON-STANDARD INSTRUMENT APPROACH IN ICE FOG TO BELOW THE OPERATING COMPANY'S PUBLISHED MINIMUMS. AT 500 FT ASL THE CREW SAW THE GLOW FROM THE OIL RIG LIGHTS PASS BENEATH THEM AND THEY PROCEEDED OUTBOUND RATHER THAN COMMENCE THE STANDARD MISSED APPROACH. A TURN WAS MADE TOWARD THE OIL RIG LIGHTS AND THE CREW COMMENCED A TEARDROP APPROACH; THEY DESCENDED ON THE INBOUND LEG TO 150 FT WITH REFERENCE TO THE PILOT'S ALTIMETER. THE HELICOPTER STRUCK THE SEA ICE AND WAS DESTROYED BY POST-IMPACT FIRE. THE CREW HAD NOT APPLIED A TEMPERATURE CORRECTION TO THE MINIMUM DESCENT ALTITUDE AND THIS OMISSION - COMBINED WITH THE  KNOWN 50 FOOT ERROR IN THE PILOT'S ALTIMETER ACCOUNTED FOR THE MISTAKEN BELIEF THE HELICOPTER WAS HIGHER. GIVEN THE LACK OF CARGO AND PASSENGERS AND THE KNOWLEDGE THE FLIGHT WAS MERELY TO REPOSITION THE HELICOPTER IT IS QUESTIONABLE WHETHER THIS MISSION SHOULD HAVE BEEN ATTEMPTED UNDER THE CITED CIRCUMSTANCES.    ,Yes,Unknown,C-FBHX,HELICOPTER,BELL HELICOPTER,OKANAGAN HELICOPTERS,COMMERCIAL,5701-27000 KG   (12566-59525 LBS),AMPHIBIOUS HULL-WHEEL,MEDIUM,1972,2,DESTROYED,OTHER,CYUB
50856,A81F0001,64.1835,-51.7216,GREENLAND,1981-03-15,,08:00:00,ACCIDENT,UNKNOWN,3/15/1981 12:00:00 AM,UNKNOWN,, ONE WHEEL BROKE THROUGH SEA ICE ON LANDING AND THEAIRCRAFT SANK.,No,Unknown,C-FDHT,AEROPLANE,DE HAVILLAND,Bradley Air Services Limited/First Air,,5701-27000 KG   (12566-59525 LBS),,MEDIUM,0,2,SUBSTANTIAL,,
47441,A78F0006,10.96666667,-3.0,USSR,1978-04-17,,09:10:00,ACCIDENT,UNKNOWN,4/17/1978 12:00:00 AM,UNKNOWN,, ENGINE FIRE - SUCCESSFUL AUTOROTATION,No,Unknown,C-GODZ,HELICOPTER,HUGHES,VIKING HELICOPTERS,COMMERCIAL,2251-5700 KG    (4961-12565 LBS),,LIGHT,0,1,SUBSTANTIAL,,
158898,A24F0274,4.70305556,-74.13833333,COLOMBIA,2024-08-30,ENGINE (i),23:30:00,INCIDENT,UNKNOWN,9/6/2024 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FDHG an Air Canada A330 was operating flight AC95 from El Dorado International Airport (SKBO) Bogotá Colombia to Toronto/Lester B. Pearson International Airport (CYYZ) ON. On takeoff the flight crew reported an engine 1 stall as thrust was being applied. The flight crew reviewed the quick reference handbook checklist and returned to the gate for further inspection.,No,No,C-FDHG,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2013,2,NONE,AIR TRANSPORT,SKBO
158730,A24F0225,50.0,-145.0,INTERNATIONAL WATERS,2024-07-20,EMERGENCY/PRIORITY (xi),07:18:00,INCIDENT,UNKNOWN,7/25/2024 12:00:00 AM,OPERATOR,HEAD OFFICE,"C-FCAE a Cargojet B767 was operating flight CJT1801 from Vancouver International Airport (CYVR) BC to Narita International Airport (RJAA) Japan. During cruise the crew received a \Cabin Hi Altitude” indication on the EICAS followed by a Master warning. The cabin altitude was approximately above 10 000 feet and was climbing at 1000-1500 feet/min. The crew followed the quick reference handbook (QRH) memory items after donning oxygen masks. The cabin altitude was still climbing the \""Man Mode” was selected however there were no reposts for approximately 20 seconds (the valve was not moving and was in 50% position). At this time the cabin altitude was close to 13 000 feet. The crew sent the emergency message for descend as the cabin altitude was still climbing. Just before initiating the descend the crew noticed the outflow valve movement and the cabin altitude was slowly descending (with approximately 500 feet/min). Tokyo radio was contacted on HF immediately and cancelled the MAYDAY but requested to descend to FL320 (as a precaution as the valve was closed partially - approximately 3/4). The crew were given the descend clearance about 1 minute after. By then cabin pressure was steady in descend mode with about 1000 feet/min and was going below 10 000 (still had the Cabin Alt High warning). ATC was advised that cabin pressurization was stable and requested to stay at FL360. After the cabin altitude reached below 8000 feet and the warning message was cleared from the EICAS the crew performed the QRH for \""CABIN AUTO INOP\"" followed by a phone call to MCC. The cabin pressurization was kept in Manual Mode until landing at RJAA. The aircraft landed without further incident.""",No,No,C-FCAE,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1988,2,NONE,AIR TRANSPORT,CYVR
158487,A24F0153,48.0,-50.0,INTERNATIONAL WATERS,2024-05-25,UNABLE TO PERFORM (vi),06:30:00,INCIDENT,UNKNOWN,6/4/2024 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FZWS a Westjet B737 Max 8 was operating flight WJA16 from Toronto/Lester B. Pearson International Airport (CYYZ) ON to Edinburgh Airport (EGPH) UK. While in cruise a cabin crew became ill and was unable to perform duties which were redistributed amongst remaining crew. The flight continued to destination without further incident.,No,No,C-FZWS,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2022,2,NONE,AIR TRANSPORT,CYYZ
158412,A24A0022,48.84972222,-51.99972222,CANADA,2024-05-13,EMERGENCY/PRIORITY (xi),04:16:00,INCIDENT,UNKNOWN,5/14/2024 12:00:00 AM,OPERATOR,ATLANTIC,C-GXZD an Airbus A330-343 operated by Air Canada was conducting flight ACA812 from Montréal/Pierre Elliott Trudeau International Airport (CYUL) QC to Lisbon International/Humberto Delgado Airport (LPPT) Portugal. When the aircraft was approximately 80 NM NNW of St. John's International Airport (CYYT) NL the crew declared a Pan-Pan due to the loss of both autopilot systems and multiple other failures. The crew contacted Gander ACC requested and were cleared to return to CYUL. A short time later the systems affected came back online. The aircraft landed uneventfully in CYUL at 0639 UTC.Company maintenance at CYUL determined that the #1 Air Data and Inertial Reference Unit was faulty and required replacement.,No,No,C-GXZD,AEROPLANE,AIRBUS,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2014,2,NONE,AIR TRANSPORT,CYUL
158327,A24F0104,50.0,-145.0,INTERNATIONAL WATERS,2024-04-14,UNABLE TO PERFORM (vi),08:24:00,INCIDENT,UNKNOWN,4/17/2024 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FIUA an Air Canada B777-200 was operating flight ACA33 from Vancouver International Airport (CYVR) BC to Sydney/Kingsford Smith Airport (YSSY) Australia. During cruise a flight crew member became ill and was unable to continue duties. The decision was made to return to CYVR due to crew duty constraints. An emergency was not declared and the aircraft landed without further incident.,No,No,C-FIUA,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,2007,2,NONE,AIR TRANSPORT,CYVR
158238,A24A0010,57.11666667,-30.0,CANADA,2024-03-23,FUEL SHORTAGE (viii),17:26:00,INCIDENT,UNKNOWN,3/23/2024 12:00:00 AM,NAV CANADA,ATLANTIC,9H-ELF an Air X Charter Ltd. Boeing B737-700 BBJ aircraft was conducting flight AXY536G from Birmingham Airport (EGBB) United Kingdom to Orlando International Airport (KMCO) FL. While in cruise flight at FL340 at about 57°07' N 030°00' W the flight crew noted that fuel from the auxiliary fuel tanks was not transferring into the main tank. An option to land in Iceland was rejected because it would require an overweight landing and the flight crew decided to divert to Gander International Airport (CYQX) NL since there was sufficient fuel for that option. After leaving NAT High Level Airspace the flight crew coordinated with ATS for a diversion to CYQX where the flight landed without further incident. Maintenance personnel determined that 2 circuit breakers for the Auxiliary Tanks Transfer Channels A and B tripped due to a faulty Wing Spar Fuel Valve actuator.,No,No,9H-ELF,AEROPLANE,BOEING,AIR X CHARTER LTD,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2000,2,NONE,AIR TRANSPORT,EGBB
157934,A23F0385,50.0,-145.0,INTERNATIONAL WATERS,2023-12-12,UNABLE TO PERFORM (vi),12:09:00,INCIDENT,UNKNOWN,12/14/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GRAG a WestJet B737-8 was operating flight WS1867 from Daniel K. Inouye International Airport (PHNL) Honolulu HI to Calgary International Airport (CYYC) AB. During the cruise phase of the flight a flight crew member became ill and could not perform the duties. There was a deadheading pilot onboard who performed the duties for the remainder of the flight. There was no emergency declared. The flight landed without further incident.,No,No,C-GRAG,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2022,2,NONE,AIR TRANSPORT,PHNL
157899,A23A0074,64.38333333,-56.5,CANADA,2023-11-30,EMERGENCY/PRIORITY (xi),20:58:00,INCIDENT,UNKNOWN,11/30/2023 12:00:00 AM,NAV CANADA,ATLANTIC,G-VBOW a Boeing B787-9 aircraft operated by Virgin Atlantic Airways Ltd. was conducting flight VIR23X from London Heathrow Intl (EGLL) England to Los Angeles Intl (KLAX) CA. While in cruise at FL380 at about 42°38' N 060°44' W the flight crew received a EICAS PACK L alert. The aircraft had dispatched with R1 cabin air compressor (CAC) inoperable and a descent would be required because the aircraft had only one CAC available. The flight crew requested descent with Iceland air traffic services (ATS) who could not accommodate the request. The flight was handed over to Montreal ATS and the flight crew declared PAN PAN and requested FL340 which was approved. The flight crew descended to FL340 and conducted troubleshooting by communication with their maintenance control center. Resetting the air pack was unsuccessful and the flight continued to destination KLAX at FL340 without further incident.,No,No,G-VBOW,AEROPLANE,BOEING,VIRGIN ATLANTIC,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2017,2,NONE,AIR TRANSPORT,EGLL
157679,A23F0306,52.70194444,-8.92472222,IRELAND,2023-09-27,UNABLE TO PERFORM (vi),08:00:00,INCIDENT,UNKNOWN,10/2/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GUBO an Air Transat A330-343 was operating flight TSC434 from Montréal-Pierre Elliott Trudeau International Airport (CYUL) QC to Marseille Provence Airport (LFML) France. Approximately two hours prior to arrival at destination a cabin crew member became incapacitated. The emergency positions and safety responsibilities were reassigned to the remaining crew and the flight continued without further incident.,No,No,C-GUBO,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,0,2,NONE,AIR TRANSPORT,CYUL
157615,A23F0288,53.1027,-25.324,INTERNATIONAL WATERS,2023-08-31,EMERGENCY/PRIORITY (xi),03:06:00,INCIDENT,UNKNOWN,9/13/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GHLV an Air Canada B767-300 was operating flight AC7222 from Halifax Stanfield International Airport (CYHZ) NS to Liège Airport (EBLG) Belgium. During cruise the flight crew received an Indicated Airspeed (IAS) disagree message followed by multiple other EICAS messages. The crew conducted the associated QRH checklists and were unable to pinpoint the fault. In discussion with MOC and Dispatch the decision was made to divert to Heathrow Airport (EGLL) UK and declare a Mayday. The aircraft landed in EGLL and cleared to taxi without further incident.,No,No,C-GHLV,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2001,2,NONE,AIR TRANSPORT,CYHZ
157032,A23F0120,21.77388889,-72.26861111,TURKS & CAICOS IS (BRITISH OVERSEAS TERRITORY),2023-04-08,EMERGENCY/PRIORITY (xi),20:00:00,INCIDENT,UNKNOWN,4/19/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GMZR an Air Canada Airbus Canada Limited Partnership A220-300 was conducting flight ACA1323 from Providenciales Intl. (MBPV) Turks and Caicos Islands to Toronto/Lester B. Pearson Intl. (CYYZ) ON.  On initial climb the flight crew received a right-hand engine vibration warning.  No vibration was felt by the flight crew but the right engine showed that the N2 vibration level had been exceeded. The flight crew completed the appropriate checklist a PANPAN was declared and the flight levelled at FL260.  Shortly after the right-hand engine vibration warning caution cleared. After discussion with maintenance control the flight crew cancelled the PANPAN and continued to destination without further incident.  Maintenance completed the required inspection upon arrival in YYZ and oil line was replaced as per AMM.,No,No,C-GMZR,AEROPLANE,AIRBUS CANADA LIMITED PARTNERSHIP,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2020,2,NONE,AIR TRANSPORT,MBPV
157017,A23F0115,19.4326,-99.1332,MEXICO,2023-04-10,UNABLE TO PERFORM (vi),02:15:00,INCIDENT,UNKNOWN,4/14/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FDMB a WestJet Airline Ltd Boeing 737-8CT was conducting flight WS2051 from Huatulco/Bahías de Huatulco Intl (MMBT) Mexico to Vancouver Intl. (CYVR) BC. During cruise in vicinity of Nogales Mexico a flight crew member became incapacitated and was replaced by a deadheading flight crew member. Also during cruise a cabin crew member became incapacitated and was replaced by a deadheading cabin crew member.  Flight landed in CYVR without further incident.,No,No,C-FDMB,AEROPLANE,BOEING,WestJet Airlines Ltd,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2014,2,NONE,AIR TRANSPORT,MMBT
156927,A23F0083,37.46916667,126.4505556,"KOREA, REPUBLIC OF",2023-03-07,RISK OF COLLISION (x),10:45:00,INCIDENT,UNKNOWN,3/14/2023 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FSBV an Air Canada Boeing 787-9 was conducting flight AC64 from Incheon Intl. (RKSI) Republic of Korea to Vancouver Intl. (CYVR) BC.  On initial climb flight crew received a TCAS RA (resolution advisory).  Flight crew complied with RA and continued to destination without further incident.,No,No,C-FSBV,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2017,2,NONE,AIR TRANSPORT,RKSI
156619,A22A0066,50.0,-45.0,CANADA,2022-11-23,EMERGENCY/PRIORITY (xi),06:50:00,INCIDENT,UNKNOWN,11/23/2022 12:00:00 AM,NAV CANADA,ATLANTIC,N729QS a Bombardier BD-100-1A10 aircraft operated by NetJets Aviation was conducting a flight from Westchester County Airport (KHPN) NY to Farnborough Airport (EGLF) England. During cruise the crew heard a loud noise and hissing sound in the cabin. The crew elected to land as soon as practical declared an emergency and diverted to St. John’s Airport (CYYT) NL where the aircraft landed without further issue.Maintenance determined the noise to be a malfunction of the cabin audio equipment. The equipment was replaced and the aircraft returned to service.,No,No,N729QS,AEROPLANE,BOMBARDIER,NETJETS AVIATION,COMMERCIAL,5701-27000 KG   (12566-59525 LBS),TRICYCLE ALL RETRACT,MEDIUM,2017,2,NONE,BUSINESS,KHPN
156605,A22F0387,37.01444444,-7.96583333,PORTUGAL,2022-12-07,EMERGENCY/PRIORITY (xi),11:56:00,INCIDENT,UNKNOWN,12/9/2022 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GOIF an Air Transat A321-271NX was conducting flight TSC233 from Faro Airport (LPFR) Portugal to Toronto/Lester B. Pearson Intl. (CYYZ) ON. Approximately 15 minutes after takeoff the flight crew received an ECAM message telling them to retard ENG number 2 thrust lever to IDLE. Thrust lever number 2 was put at idle the crew declared a PAN PAN and the flight returned to departure airport LPFR and landed safely with no further incident.,No,No,C-GOIF,AEROPLANE,AIRBUS,AIR TRANSAT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2019,2,NONE,AIR TRANSPORT,LPFR
156588,A22F0383,30.49640556,-74.05727222,INTERNATIONAL WATERS,2022-11-29,EMERGENCY/PRIORITY (xi),23:10:00,INCIDENT,UNKNOWN,11/29/2022 12:00:00 AM,OPERATOR,HEAD OFFICE,C-GKVU a Sunwing Airlines Inc. Boeing 737-86N was conducting flight SWG410 from Toronto/Lester B. Pearson Intl. (CYYZ) ON to Puerto Plata/Gregorio Luperón Intl. (MDPP) Dominican Republic.  During cruise approximately 300 NM SE of Wilmington Intl. (KILM) NC entering WATRS airspace Flight crew was informed of a security threat issued against the flight.  Flight crew declared a MAYDAY and diverted to KILM.  Flight landed without further incident.,No,No,C-GKVU,AEROPLANE,BOEING,SUNWING AIRLINES INC.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2011,2,NONE,AIR TRANSPORT,CYYZ
156448,A22A0057,47.28,-47.0,CANADA,2022-10-16,ENGINE (i),15:44:00,INCIDENT,UNKNOWN,10/16/2022 12:00:00 AM,NAV CANADA,ATLANTIC,N814AG an Airbus A321-251N operated by Aviation Capital Incorporated was on a positioning flight with flight planned routing from Portland International Jetport ME USA (KPWM) to Cornwall Airport Newquay England (EGHQ). The aircraft was approximately 2 hours into the flight when the crew noticed the #2 engine oil level had decreased from 12 quarts to 8 quarts and as the flight progressed the oil level continued to decrease. At approximately 1335 UTC position 50N 036W the crew informed Moncton (YQM) ACC that they were diverting to Bangor International Airport ME USA (KBGR) with a possible engine issue. The aircraft was 110NM from KBGR when the crew started the auxiliary power unit (APU) and carried out a precautionary shut down of #2 engine. The crew informed YQM ACC that one engine had been shut down and they were declaring an emergency. The aircraft exited Canadian airspace at 1550 UTC. The aircraft landed safely in KBGR at 1609 UTC.Maintenance determined the source of the oil leak was from a torn o-ring on the #2 engine starter shaft. Both o-rings on the starter shaft and one o-ring in the reduction gear box were replaced. Engine #2 was ground run with no leaks present; the aircraft has been returned to service.,No,No,N814AG,AEROPLANE,AIRBUS,,OTHER,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,0,2,NONE,FERRY,KPWM
156336,A22A0049,51.33333333,-43.96666667,CANADA,2022-08-23,EMERGENCY/PRIORITY (xi),03:33:00,INCIDENT,UNKNOWN,8/23/2022 12:00:00 AM,NAV CANADA,ATLANTIC,"N898MJ a Bombardier Global Express aircraft operated by Executive Jet Management was conducting flight EJM898 from Teterboro NJ (KTEB) to RAF Northolt England (EGWU). During cruise the crew received \R Oil Low QTY\"" amber message. The crew elected to divert and declared an emergency with ATC. During the descent the amber message went away and the aircraft landed in Gander NL (CYQX) without further incident.Shortly after shutdown the flight crew added 4 quarts of oil to the right engine in accordance with the Cockpit Servicing Procedures. Maintenance personnel performed ground runs and no leaks were detected. The aircraft was found to be serviceable and was returned to service.""",No,No,N898MJ,AEROPLANE,BOMBARDIER,EXECUTIVE JET MANAGEMENT,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2012,2,NONE,AIR TRANSPORT,KTEB
156220,A22F0263,37.46916667,126.4505556,"KOREA, REPUBLIC OF",2022-08-11,SMOKE OR FIRE (iii),20:40:00,INCIDENT,UNKNOWN,8/17/2022 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FVNB an Air Canada B787-9 conducted flight AC27 from Toronto Pearson International Airport (CYYZ) ON to Incheon International Airport (RKSI) South Korea. On arrival in RKSI a passenger dropped a cellphone into a seat and tried to retrieve the phone by moving the seat. The phone was crushed by the movement of the seat causing a small fire/smoke. The flight crew was notified and ARFF was dispatched to the aircraft. The captain requested a deplanement of all passengers. 4 extinguishers were brought out in total with pins pulled. 2 extinguishers were used. No injuries.,No,No,C-FVNB,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2018,2,UNKNOWN,AIR TRANSPORT,CYYZ
156077,A22F0216,19.43638889,-99.07222222,MEXICO,2022-07-07,COLLISION (x),12:30:00,INCIDENT,UNKNOWN,7/14/2022 12:00:00 AM,OPERATOR,HEAD OFFICE,C-FSDB an Air Canada Boeing 737 MAX 8 completed flight AC991 from Toronto Pearson International Airport (CYYZ) ON to Mexico City International Airport (MMMX) Mexico and was taxing to the gate when the aircraft struck a portable air stairs which was not entirely in the safe zone. The flight crew followed the lead in line and the aircraft had wing walkers. The crew was unaware of the strike until they deplaned the aircraft. The stairs caused damage to the leading edge of the right hand lower winglet (Sharklet).The aircraft was taken offline for Maintenance to review the damage and discuss the options for repair or MEL.,No,No,C-FSDB,AEROPLANE,BOEING,AIR CANADA,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2018,2,MINOR,AIR TRANSPORT,CYYZ
155851,A22A0017,50.3,-52.8,CANADA,2022-05-01,UNABLE TO PERFORM (vi),20:30:00,INCIDENT,UNKNOWN,5/2/2022 12:00:00 AM,OPERATOR,ATLANTIC,N674UA a Boeing 767-322ER aircraft operated by United Airlines was conducting flight UAL925 from London/Heathrow Intl (EGLL) England to Washington/Dulles Intl (KIAD) VA. About 3 hours before landing at KIAD (during cruise flight at about 50°18' N 052°48' W) the first officer began feeling ill shortly after eating. The captain who was on a crew rest break was summoned to the cockpit to assume the flight duties of the ill crew member. The captain and designated international relief officer continued flying the aircraft and landed at KIAD without further incident. The first officer required no further medical attention as they reported feeling better upon landing in KIAD.,No,No,N674UA,AEROPLANE,BOEING,UNITED AIRLINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2000,2,NONE,AIR TRANSPORT,EGLL
155391,A21F0224,43.58305556,-130.9166667,INTERNATIONAL WATERS,2021-12-11,ENGINE (i),19:57:00,INCIDENT,UNKNOWN,12/13/2021 12:00:00 AM,NAV CANADA,HEAD OFFICE,C-GAMQ a WestJet Boeing 737 MAX 8 was conducting flight WS1862 from Vancouver Intl. (CYVR) BC to Honolulu/Daniel K Inouye Intl. (PHNL) HI.  During cruise prior to ETOPS (Extended-range Twin-engine Operational Performance Standards) approximately 430nm SW of CYVR flight crew received an indication of oil filter bypass on left hand engine.  Flight crew actioned the appropriate checklist declared a mayday with Oakland oceanic performed a precautionary shutdown and diverted back to CYVR where it landed without further incident.,No,No,C-GAMQ,AEROPLANE,BOEING,WESTJET,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,MEDIUM,2018,2,NONE,AIR TRANSPORT,CYVR
155073,A21F0133,35.76527778,140.3855556,JAPAN,2021-08-29,DRAGS ANY PART ON GROUND (v),02:00:00,INCIDENT,UNKNOWN,9/3/2021 12:00:00 AM,OPERATOR,HEAD OFFICE,"C-GUAJ a Cargo jet Airways 767-300 was conducting flight CJT1328 between New Tokyo Intl. (RJAA) Japan and Vancouver Intl. (CYVR) BC.  After take off  the EICAS (Engine-indicating and crew-alerting system) message \R TAIL HYD VAL\"" in amber appeared. RJAA Tower reported smoke from the tail section on rotation before switching the flight crew to departure frequency. After flaps retraction flight crew requested to level off at 10000 feet (cleared altitude was 23000 feet) then reached QRH which reads \""R TAIL FLT CONTROL SHUTOFF SWITCH MUST BE ON FOR FLIGHT\"". Flight Control Shutoff Valves on P61 panel indicated R TAIL SHUTOFF VALVE \""ON\"" in white as well as \""OFF\"" in amber. The switch is guarded and says \""GND USE ONLY\"". Flight crew then contacted Maintenance control via Sat phone. Maintenance  suggestion was to do nothing with the shutoff valve. Other systems which could have been affected if the tail strike has occurred such as hydraulics and cabin pressure looked normal. Flight crew also concluded after discussion with maintenance that the lack of the ''TAIL STRIKE EICAS'' message made the flight safe to destination . Before landing in YVR and after extending the gears EICAS message \""TAILSKID\"" in amber appeared. QRH actions were performed and uneventful landing was completed. Post-flight inspection by the Maintenance crew revealed the orange paint on the tail skid was partially removed but the indication on the strut showed no sign of compression.  Aircraft was returned to service with tail skid repair deferred on MEL (Minimum equipment list).""",No,No,C-GUAJ,AEROPLANE,BOEING,CARGOJET AIRWAYS LTD.,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,1992,2,MINOR,AIR TRANSPORT,RJAA
154487,A20A0046,54.61666667,-34.73333333,CANADA,2020-12-28,ENGINE (i),21:15:00,INCIDENT,UNKNOWN,1/7/2021 12:00:00 AM,OPERATOR,ATLANTIC,N810NW an Airbus A330-323 aircraft operated by Delta Air Lines was conducting flight DAL262 from New York/John F. Kennedy Intl (KJFK) NY to Paris/Charles de Gaulle Intl (LFPG) France. When in cruise flight at about 54°37' N 034°44' W the flight crew detected a loud noise and an aircraft vibration shudder and also observed a high vibration indication for the number 1 engine. The flight crew referenced the quick reference handbook and incrementally reduced the number 1 engine to idle. The flight crew noticed number 1 engine stall ECAM messages when power was reduced and passengers reported sparks coming from the number 1 engine. The flight crew declared an emergency and initiated a diversion to Reykjavík-Keflavík Intl (BIKF) Iceland where a landing was made without further incident.Maintenance personnel replaced the number 1 engine and the aircraft was returned to service.,No,No,N810NW,AEROPLANE,AIRBUS,DELTA AIR LINES,COMMERCIAL,27001-272000 KG (59526-599650 LBS),TRICYCLE ALL RETRACT,HEAVY,2005,2,UNKNOWN,AIR TRANSPORT,KJFK
154003,A20A0015,45.15,-48.55,CANADA,2020-05-09,UNABLE TO PERFORM (vi),17:06:00,INCIDENT,UNKNOWN,5/13/2020 12:00:00 AM,NAV CANADA,ATLANTIC,LX-VCL a Boeing 747-800 aircraft operated by Cargolux International was conducting flight CLX7416 from Guadalajara/Don Miguel Hidalgo Y Costilla Intl. (MMGL) MX to Luxembourg-Findel Intl.(ELLX) LU. Upon entering the Gander Flight Information Region the crew made a PAN PAN call due to a medical emergency. A relief crew member was becoming progressively ill. The crew requested and were cleared direct to Gander Intl (CYQX) NL. The aircraft landed uneventfully on RWY 21 at 1755UTC. Emergency Health Services met the aircraft on the ramp and transported the relief crew member to the hospital. The aircraft departed CYQX the following day.,No,No,LX-VCL,AEROPLANE,BOEING,CARGOLUX,COMMERCIAL,OVER 272001 KG (599651 LBS),TRICYCLE ALL RETRACT,HEAVY,0,4,NONE,AIR TRANSPORT,
