OccID,Summary
48038,during the take-off run on a narrow country road the right landing gear wheel sank into the soft ground at the edge of the road. the plane lurched and crashed into a ditch.
48034,"that the pilot was demonstrating an engaged autorotation on landing, the skids hit a ditch and the aircraft capsized."
48030,Witnesses observed the aircraft lift with difficulty during takeoff. The aircraft then stalled in a near vertical dive and crashed. The difference between takeoff speed (70 mph) and cruise speed (85 mph) was only 15 mph.
48026,shortly after takeoff in gusty winds the passenger door suddenly opened. this distracted the pilot and created additional drag on the already overloaded float plane. the aircraft was therefore unable to clear the rising terrain. the pilot attempted to return to the lake but after turning 250 degrees one wing struck a tree the aircraft crashed and was almost completely destroyed by fire. the investigation was unable to determine the condition of the door locking mechanism. the technical documents showed serious deficiencies in the maintenance of the aircraft so it is possible that this mechanism was in poor condition.
48025,"was hovering a few inches above a cramped, stump-cluttered landing area when a gust of wind caused it to drift to the right. The right skid struck a stump and the aircraft rolled over before the pilot could trim the cyclic."
48022,"The power loss occurred shortly after takeoff and the pilot entered an autorotation over rough terrain. The helicopter made a hard impact and the main rotor blades bent and severed the tail boom. The pilot knew before takeoff that he had little fuel remaining and ignored the low fuel light, which had been faulty on previous flights. The engine stalled at 50 feet."
48018,"that it was too high and that it would go off the end of the runway, the pilot applied full flaps. the plane quickly lost altitude, touched the runway with its nose gear and bounced. the pilot applied full throttle but the engine did not react. seeing that the end of the runway was approaching, he panicked and cut the throttle; the plane crashed and the nose gear collapsed."
48015,Pilot reported that after a normal landing he made a 180 degree turn and was heading back up the runway when the nose gear collapsed. The investigation was unable to determine the cause of the incident.
48004,"amateur-built aircraft made two consecutive right turns. According to witnesses, the turns were too tight and were made at too great an angle of bank. According to these witnesses, the aircraft stalled and crashed in a spiral. The pilot had not had a license since 1965 and had only limited experience on this type of aircraft."
47997,"After takeoff, the pilot felt a loss of power and immediately rested. The aircraft touched down on the runway with the landing gear in motion, traveled 230 feet past the end of the descending runway before stopping. No engine failure could be found to explain the loss of power. The pilot was fatigued and interpreted the propeller pitch change as a momentary loss of power."
47995,pilot landed facing the setting sun he flared too late touched down very hard and the landing gear was damaged. the pilot was not wearing sunglasses it had been suggested to him to land on the opposite runway.
47993,pilot bounced on landing. all his efforts to correct the bounce only accentuated the successive bounces and the nose wheel disappeared. the pilot was not very familiar with the procedure to use to cancel bounces and had only very limited knowledge of this type of aircraft.
47988,"During a water landing on a glassy surface of water, the pilot flared too late and the plane hit the water surface in a slight nose-down attitude. One of the floats broke off, a wing hit the water surface and the plane sank."
47986,"The pilot was ferrying the plane from Rimouski to Causapscal. About 10 miles from the destination aerodrome, the engine stopped and the pilot had to make a forced landing. During the landing, the left wing and main landing gear were damaged. The failure was caused by cylinder No. 3; the plane had only flown 17 hours in the last 12 years."
47984,"Before the landing, the engine stopped during descent. The pilot had not used the carburetor heat, although the atmospheric situation predisposed the carburetor to icing. The pilot was unable to restart the engine and made a forced landing in the trees."
47983,"A sudden change in wind direction created turbulence and gusts while the pilot was on final approach. Once landed, the aircraft was in a strong tailwind. The pilot applied the brakes for 700 feet on the runway and for 500 feet beyond the end of the runway before the aircraft came to a stop in trees. The student pilot was required to perform touch-and-go landings in hazardous weather conditions associated with the development of cumulonimbus clouds in the aerodrome area."
47982,vfr flight the pilot landed on a lake after encountering poor weather conditions. as the weather improved the pilot was in the process of taking off when a motorboat hidden by an island cut into his path. the pilot pulled the aircraft away to avoid a collision but his substantiation speed was insufficient the aircraft fell back and capsized. the pilot had been able to avoid the collision by aborting the takeoff.
47977,"At a cruising altitude of approximately 2,000 feet, the engine stopped abruptly due to fuel starvation. The pilot made a forced landing 2 miles before arriving at Alma airport. During the landing, the nose gear collapsed and the aircraft sustained significant damage. The left tank and fuselage tank were empty, while the right tank was full. Since the two tanks are connected by a line, it was concluded that the line was clogged at the right tank filter."
47976,made a hard landing and bounced. on the second touchdown the aircraft landed on its nose the landing gear collapsed the left wing and propeller were seriously damaged. it could not be determined whether the aircraft had a valid certificate of airworthiness and whether the pilot was licensed.
47973,"The air show was held at Saarland Airport (also known as St. Vital). While not officially participating in the event, the pilot was performing aerobatics for the enjoyment of the spectators. He did a series of loops when the plane went into a spin and disappeared behind the curtain of trees. The plane crashed into a forest."
47971,pilot landed in a gusty crosswind and flared too high. the wind lifted the left wing the right wing dropped to touch the water and the plane flipped over.
47970,cruise stabilized at 3000 feet over mountainous terrain the engine began to vibrate heavily followed by a drop in rpm the pilot made a forced landing in the only available field the approach was made too high the pilot landed long and the aircraft flipped over engine inspection revealed a ruptured exhaust valve on cylinder no. 3.
47969,On takeoff and in a right turn the pilot lost control of his aircraft. The aircraft pitched vertically and crashed into a wooded hill. No faults were found on the airframe or engine. The weather conditions at the time of the accident did not allow for VFR flights. Low clouds and fog reduced visibility and obscured the peaks of the surrounding hills. The pilot had only flown 7 hours of instrument training.
47962,During a local flight at 2000 feet the engine began to cough and then returned to normal. The pilot did not attempt to investigate the cause of the problem and when it recurred he decided to make a forced landing on a secondary road. After a successful touchdown the pilot lost directional control during the landing roll and the aircraft went into the pit. An examination of the engine revealed no reason for the malfunction. It is possible that the carburetor had frozen. The pilot had limited knowledge of the symptoms of frozen carburetors and how to deal with them.
47961,Shortly after take-off the engine failed. The pilot attempted to make a forced landing in a swamp and the aircraft turned over. The technical investigation showed that the microswitch on the throttle was out of order and that the mixture was therefore too rich.
47959,Shortly after touchdown on a gravel runway the aircraft flipped over and came to rest on its back. One witness stated that the right landing gear folded back. The pilot claims that the brakes locked after touchdown although one witness said the wheels were spinning freely after the accident.
47958,"veered left during landing roll, hit a snow bank at the edge of the runway and rolled over. The student said he was monitoring the flaps for retraction before applying the power to take off again."
47956,"was unable to achieve the lift speed appropriate for takeoff, probably because of the snow. The pilot pulled back on the stick to get the aircraft airborne, but the tail hit a snow bank and the aircraft flipped over in the snow."
47954,single engine demonstration exercise in the vicinity of the airport the instructor simulated a left engine failure by pulling the throttle during the climb after a go-around. the student responded by simulating a left engine feathering and retracting the landing gear. vibrations occurred in the left engine and could not be eliminated by operating the throttle and carburetor heat. the instructor initiated a left turn to land parallel to the runway he had just left. the left engine was shut down which eliminated the vibrations and the landing gear was extended. during the previous leg the aircraft was flown to describe a teardrop approach. the aircraft had lost altitude during its maneuvers and it was necessary to retract the landing gear. the aircraft struck several trees and stalled and struck the ground in a nose-down attitude. The weather conditions in the area were conducive to carburetor icing and examination revealed no other cause of engine failure.
47951,the landing run while he was landing at night the pilot applied full throttle to avoid an unlit aircraft on the runway ahead of him. his aircraft gained enough height to avoid a collision but it stalled in a snow bank at the side of the runway.
47949,"which had been chartered to carry fuel was loaded with 20 barrels of \jet b\"". the barrels were stacked in two rows of ten and tied in groups of five with wooden blocks and a nylon strap for each group. this cargo had shifted the center of gravity beyond the permissible aft limit. during takeoff and climb one of the tie-downs broke and the load shifted aft. the pilot did not notice this movement of the cargo and was able to compensate for level flight. on approach the speed was reduced and the flaps were lowered to 15 degrees. it was necessary to further trim to almost full to lower the nose of the aircraft. the speed was further reduced to 75 knots and the flaps were lowered to 30 degrees. the aircraft pitched up as the elevator became ineffective The plane stalled and landed heavily on the ground."
47948,"Before touching down, the aircraft stalled and landed abruptly."
47945,had taken the aircraft to 500 ft agl during a precautionary approach exercise and then handed over the controls to his instructor because at that point he was no longer sure how to proceed. The instructor therefore took over the controls to 100 ft agl and then asked the student to go around. The engine did not respond and during the forced landing on a road the aircraft struck a snow bank. The instructor had not taken into account the operator's instructions which prohibited any such approach below 500 ft agl and he had not taken care to keep the engine warm.
47940,"During a partial whiteout landing on a runway covered in deep slush, the aircraft rolled left into a snow bank 6 to 15 feet from the edge of the runway. The aircraft then spun out of control to the left and came to rest in the deep snow next to the runway."
47937,During a go-around after a forced landing exercise the engine misfired due to excessive cooling caused by temperatures of -22 deg C. The instructor had to perform a forced landing in deep snow during which the aircraft was damaged.
47936,"In a hurry to clear the runway due to the density of landing traffic, the pilot changed radio frequencies and, in doing so, turned his attention inside the cockpit. The aircraft left the taxiway and struck a snow bank approximately 30 feet from the landing runway."
47935,"After landing on a snow-covered runway, the aircraft overturned. The pilot had received erroneous information from an unqualified airline employee about the condition of the runway. The snow was approximately 18 inches deep."
47934,"During the landing race, the aircraft swerved to the left and hit a snow bank."
46965,"pilot attempted to land on a small lake in gusty winds. he was unable to land at the intended location due to turbulence and applied the throttle too late. the aircraft crashed into the trees at the end of the lake. based on the weather conditions at the time and the altitude of the terrain around the lake, it was too small for a landing."
46962,The field was suitable for takeoff but mud and ice on the skis prevented the aircraft from reaching takeoff speed on the first two attempts. On the third attempt the pilot kept full power for longer but it was obvious that even if he did take off he would not be able to avoid the wires and a fence at the end of the runway. So he aborted his takeoff and made a turn which resulted in the skis sinking. The aircraft came to rest on its right wing and nose.
46961,"After taking off with a tailwind, the aircraft was forced to make a tight left turn to avoid hitting another aircraft and it stalled."
46960,"During a single-engine training flight, the running engine stopped. The pilot then tried to start the other engine but was unsuccessful, probably due to the excessive cold. He had to land in a field."
46959,"During the takeoff run, the aircraft struck a snow bank and the nose gear, engine cowlings, engine mounts and propeller were damaged. The instructor had not provided adequate supervision to the student pilot before letting him take off."
46958,"The pilot made a hard landing and went around. Due to damage to the right landing gear on the first contact with the runway, the aircraft turned uncontrollably to the right on the next touch, damaging the right wing."
46954,"The pilot made his downwind approach. The aircraft made contact in the second half of the runway, overshot the end of the runway and struck a fence."
46950,taking off from a lake the pilot felt that his plane was not climbing normally and that he would not be able to pass over the trees on the shore. he closed the throttle and landed on the water about 350 feet from the shore. the plane reached the shore on its way damaging its floats and a wing.
46944,"The right front landing gear collapsed shortly after the start of the landing roll. The crew had no reason to suspect that the right landing gear mechanism was malfunctioning, since both the gear down indication and the horn operate by means of a microswitch on the left main landing gear. The landing gear was still indicating \down and locked\"" when the aircraft was lifted off the runway."
46941,"the aircraft was aligned for the approach to a lake and spun and crashed. the pilot regained consciousness 90 minutes later but could not recall the accident. a witness saw the aircraft moving in an \unusual\"" manner between 300 and 400 ft agl before hearing the crash noise. the cause of the accident could not be established."
46938,"rounded too high, landed hard, bounced and hit the nose gear which collapsed while the left wing hit the ground."
46928,Engine lost power during initial climb. Pilot attempted to return to the field but landed before it and hit a ditch.
46915,The plane skidded during takeoff and hit trees along the runway.
46913,"Having completed a spraying pass, the pilot began a climbing turn to the right and then turned left. The plane was seen to tilt to the right and then to the left as if entering a spin and then crash almost on its back into the trees."
46906,During a takeoff in a gusty crosswind the left wing lifted and the right float sank causing the aircraft to capsize. A sufficient takeoff run into the wind would have been possible by starting a little further out on the lake.
46897,During a VFR flight the pilot entered an area of ​​fog and low stratus which after a few miles forced him to land on a road. During the approach the right front landing gear was torn off by a telephone wire that was passing over the road.
46894,"landed hard and bounced. Having decided to go around the runway again, the pilot applied the throttle and retracted the flaps. He was unable to maintain directional control and the aircraft left the runway and ended up in the brush."
46892,pilot lost control of the aircraft while landing. the tip of the right wing touched the water and the aircraft turned over. a police officer saw the passenger come to the surface and then dive to bring the pilot back. the pilot also came back up but the rescuer's body was never found. the pilot had very little experience on seaplanes.
46889,"During an aborted takeoff, the aircraft left the runway, hit two vehicles and stopped in a ditch."
46886,"The aircraft's engine stopped on final approach due to lack of fuel. Unable to reach the river by gliding, the aircraft had to land in a farm field where it overturned."
46880,bounced on landing and then fell back on its front floats. The floats failed and the aircraft sank. The pilot had never operated on water and had not flown for a year. The airworthiness certificate had not been renewed since 1974 and it is suspected that unauthorized maintenance work was carried out on the aircraft.
46868,from a first solo flight the student pilot had successfully completed two landings and was making a third takeoff. at about 100 feet in the air the left engine cowling panel opened. the pilot cut the throttle but the runway was too short to avoid a collision with a high-voltage wire. the pilot put the throttle back on and pulled the stick sharply. the aircraft slowly gained altitude at a very steep angle and then nose-dived almost vertically to the ground.
46867,"During an autorotation exercise, the student applied collective pitch while performing the flare, which reduced the rotor rpm. The instructor took control and decided to continue the autorotation until touchdown with the engines cut - without success."
46866,from a water landing on a very rough snow-covered lake the left ski broke causing a forced turn to the left and causing damage to the left wing and the left horizontal stabilizer.
46860,engine stopped 35 minutes after takeoff due to lack of fuel. neither the operator nor the instructor followed the instructions for checking the aircraft's fuel level before takeoff.
46858,The pilot was trying to make a short landing at night when the aircraft hit a snow bank and landed before reaching the runway.
46854,final approach the pilot could not see the runway lights buried under the snow. the aircraft touched down next to the intended location and turned over. the evacuation of the passengers was difficult as the aircraft rested on its canopy.
46853,"After take-off, the pilot smelled an abnormal smell of burning rubber. The smell disappeared as soon as the cabin heater was turned off. The pilot nevertheless decided to land on the runway in visual approach but due to the reduced visibility he had to carry out an ADF approach. The weather conditions at the limits of visual flight on departure had in the meantime fallen below the IFR limits and carried risks of white mirage. Once the landing clearance had been received, the pilot landed on an unapproved runway reserved for aircraft on skis located 500 feet to the left of the instrument runway parallel to it and marked by trees in the same way. After touchdown, the nose gear sank into the snow and the aircraft overturned. (lp 28/77 lp 29/77 lp 30/77)"
46852,The thick fog caused the pilot to want to end the flight but lost visual contact and made a precautionary landing. The aircraft landed hard and both landing gear legs collapsed.
46847,During take-off from a rough surface the aircraft bounced. Its low speed did not allow it to remain lifted for long and it landed hard on its right ski. The ski stirrup broke and the aircraft did a wooden horse. The investigation revealed that its breakage was due to overloading. See technical report lp39/77.
45874,cruise flight engine stopped. forced landing on a road was not successful. carburetor is assumed to have iced up.
45871,"The airplane battery was low and the engine was jump-started from an automobile. The student was in the airplane but exited to allow the instructor to perform the ground run. Instead of exiting on the trailing edge of the wing, she jumped off the leading edge and the propeller struck her hand."
45864,"was returning from a two-hour cross-country training flight when the engine began to run erratically. The pilot adjusted the carburetor heat but the plane was already too low, forcing the pilot to land. The weather conditions were conducive to carburetor icing."
45861,The pilot was departing from LG-2 towards Matagami when the weather conditions worsened. The pilot decided to land on a road as a safety precaution. The wheels sank into a snowdrift and the plane flipped over.
45858,engine failed at 2000 feet while flying over a large body of water. several attempts to restart the engine as the plane glided toward shore were unsuccessful. the pilot decided to make a forced landing on a road but the plane struck a power line during the approach.
45856,"The pilot was practicing autorotation without the engine. He attempted to extend the glide and let the engine speed drop, which resulted in a high vertical descent speed. The aircraft landed abruptly and the rotor blades struck the fuselage boom. The helicopter bounced in the air and, due to the instability of the steering, struck the ground in lateral translation and rolled over on its side."
45854,was damaged during a forced landing in a rough field following a complete loss of power. Both fuel tanks contained a large amount of ice. The fuel system of this aircraft did not have a means of draining the fuel tanks.
45853,of directional control during a crosswind landing attempt.
45848,During an attempted landing on a narrow road the left wing struck a tree causing the aircraft to veer left and roll down a 50-foot embankment bordering the road.
45845,The engine stopped shortly after takeoff due to lack of fuel. The gauge was faulty and the pilot did not check his tanks before takeoff.
45843,"The pilot was flying close to the ground, indicating the characteristics of a hunting area to his passenger. During a turn, the plane hit some trees and then crashed."
45842,"was taxiing when the engine stopped. the pilot examined the engine, restarted it and continued to taxi for takeoff. after completing the run-up it took off from runway 33. at an altitude of approximately 500 feet the engine backfired and stopped. while attempting to return to runway 15 and to avoid construction the pilot began a left turn. according to witnesses the aircraft pitched down shortly after starting the turn and struck the ground at a steep nose-down angle. the investigation revealed that the main fuel filter and carburetor contained water, sand and rust."
45841,"The engine stopped shortly after the pilot took off from a small lake. Not having enough distance to land straight ahead, the pilot made a 180 degree turn. During the turn, the float and the right wingtip struck the water and the aircraft flipped over and sank."
45834,pilot initiated a takeoff roll from the center to the north of the lake. the plane rose into the air at a low speed but fell back into the water before gaining altitude. instead of climbing back up through a passage at the end of the lake the pilot made a downwind turn at low speed toward a 400-foot hill. the plane crashed near the top of the hill.
45833,During stall exercises the aircraft entered a flat spin and was unable to recover before hitting the ground.
45830,"After 2 hours and 40 minutes of flight, the engine stopped due to lack of fuel, despite the fact that the pilot had personally refueled the aircraft before the flight. The aircraft was seriously damaged when it fell into a ditch during a forced landing. The fuel gauge indicated that there was still a quarter of the tank remaining."
45822,pilot hovered lower than ideal altitude and the aircraft suffered a power loss followed by an engine fire. the aircraft did not have sufficient altitude to safely autorotate. the cause of the engine failure could not be determined.
45812,After takeoff at about 300 feet the engine failed. Investigation revealed that there was more than a gallon of water in the fuel tank. The pilot had used unfiltered fuel.
45809,During the approach the pilot's attention was diverted and the aircraft landed on the water with the gear down and it overturned.
45806,Weather conditions deteriorated en route and the pilot turned back with the intention of landing at a familiar base. He attempted to land in a narrow channel between the shore and an island. Just before impact on landing the aircraft struck wires and crashed.
45803,The pilot stated that he intended to land on a road to clean his windshield. The aircraft landed hard and the landing gear collapsed.
45797,cruise the engine started to run irregularly and then ran out of fuel. during the forced landing the pilot cleared the chosen landing area and the aircraft hit the high bank of the river.
45793,"The pilot was maneuvering his helicopter around a small pond while checking a float that had just been repaired. The main rotor blades struck the water, causing the aircraft to overturn."
45788,"Following a normal landing, the pilot retracted the landing gear instead of the flaps."
45781,"As it was rolling on landing, the plane left the axis and rolled over onto its back."
45780,"was on a hydrological survey flight as part of a water level study for Hydro Quebec. The pilot had chosen a stationary floating ice bank that seemed suitable for landing. Judging the location to be unsuitable, the pilot switched to a backward translation, but the left float hit the current and the helicopter overturned. The aircraft was not equipped with life jackets."
45779,"Once landed, the aircraft went off its axis. During the turn, one wing touched the water. The pilot then tried to catch his aircraft but the other wing touched the water in turn."
45771,the weather was deteriorating the pilot continued on his way. flying at 1500 feet he could only see the ground intermittently. after an hour of flying the weather improved but the pilot was lost. unable to determine his position he decided to make a precautionary landing in a field. on landing the front wheel sank into a hole and tore off.
45764,final the landing gear being retracted the pilot puts the engines to idle because it is too high. the pilot hears the landing gear warning but takes it for the stall warning. when he puts the throttle back on the warning stops. arriving on the runway he cuts the throttle and the plane lands on its belly.
45763,"being in cruise at 1500 feet the engine failed. the pilot decided to land on a road but landed hard, did a wooden horse and got stuck in a snow bank. the only explanation for the failure is the icing of the carburetor."
45761,"was taxiing downwind when a gust lifted the tail and caused the aircraft to swing to the right. Undergoing excessive lateral forces, the right landing gear broke."
45760,On landing the plane bounced and drifted to the side of the runway where it hit a snow bank.
45756,"Finally the aircraft hit a snow bank, damaging its landing gear. After going around the pilot assessed the situation and decided to land with the gear retracted next to the runway."
45751,had landed in a remote area during training and the pilot maintained a sufficient pitch to prevent the skids from sinking into the deep snow. The pilot leaned over to check through the left door whether the tail rotor was clear. The helicopter began to roll to the right and the pilot was unable to correct the manoeuvre in time and the aircraft rolled onto its side.
45749,"During the flight the weather conditions deteriorated as expected, turning into snow and snow flurries; the pilot then decided to land and wait for the weather to improve. The landing went well but the aircraft was damaged when it hit a hillock on the edge of the shore."
45744,that the aircraft was in cruise mode the engine began to malfunction. the pilot checked the instruments in vain and decided to head for the victoriaville airport. the engine failed 2 miles before reaching the airport and the aircraft landed in the snow near the runway threshold then swerved into a snow bank.
45741,"The pilot made a precautionary landing on a narrow road because the engine was not running properly. After checking the engine, he decided to take off. While traveling at 30 mph, the left wheel entered the soft shoulder and the aircraft swerved, hit a snowdrift and then overturned."
45739,"tailwind of the approach the student pilot decided to switch tanks from the right to the left. shortly after the engine stopped. he attempted a forced landing in a snowy wasteland and the nose gear failed on impact. the student pilot inadvertently selected the \off\"" position and the engine ran out of fuel."
45736,"The pilot increased the engine speed after a long descent at low power, the engine did not respond. As the pilot tried to clear trees, the aircraft stalled and crashed in a nose-down attitude."
109076,The ultra-light cadi of the evolue type registered c-iglu was downwind during the engine failure practice as part of a local flight when the pilot completely shut down the engine. The pilot missed his approach and lost control of the aircraft due to strong winds. The aircraft hit the ground hard on an unprepared field causing significant damage to the aircraft and minor injuries to the pilot.
101158,"The engine (Rotax 503) of the Quad City Challenger stopped in flight in rain showers. The pilot executed a forced landing in a cornfield. The aircraft sustained significant damage. The pilot was not injured. The engine air filter is not protected from the elements and it is possible that the rain saturated it with water, causing the engine to stop."
100271,"After landing on Runway 23, the Cessna 152 veered to the right when the pilot began to brake. The pilot lost control of the aircraft, which veered off the runway about 300 feet from the landing point. The aircraft came to rest 200 feet further in the ditch that bordered the runway. The wind was 280 degrees magnetic at 16 to 27 knots. The engine mount was bent when the nose wheel struck the ditch."
99530,"The pilot of the C-150 equipped with skis landed in a snowy field. He was taxiing on the snow when he decided to take off again to get closer to where he had decided to park more quickly. Shortly after takeoff, the aircraft struck the ground. The right main landing gear tore off and the right wing scraped the snowy surface. The pilot was unharmed but the passenger suffered a minor shoulder injury. The pilot believes the aircraft stalled."
99280,"During a night training flight, the pilot of the C-150 landed 30 feet short of the runway. The aircraft overturned. None of the occupants were injured."
97766,"The Maranda was traveling on the water when a gust of wind lifted it two feet into the air. The aircraft landed on its nose and then capsized. The two occupants, who were wearing life jackets, escaped unharmed and swam to the beach."
96631,The engine of a Rotax 582 of the Nordic II seized shortly after takeoff. The pilot made an emergency landing in a plowed field. The aircraft capsized while rolling to land. The pilot escaped unharmed from the accident.
95856,"The pilot of the PA-18 took off from Runway 24R and then turned right to hook a 26-foot by 36-foot advertising banner that was lying at the intersection of Taxiways Charlie and Mike. After hooking the banner, the pilot attempted to release it because it had curled up in a gust of wind. The release was not successful because the hook cable had wrapped around the tail wheel. The pilot decided to land straight ahead. The aircraft landed hard north of Runway 24D between Bravo, Charlie, Alpha and Runway 18. The pilot was not injured."
94782,"The Merlin IV took off on October 5 from Dorval bound for Edmunston (CYES). During the flight, wind shear and severe turbulence were reported. Just before landing at Edmunston, the captain had to take over flight controls from the co-pilot due to wind shear. The pilot reported a firm landing but nothing more. On the ground, the crew carried out a detailed inspection of the exterior of the airframe and observed nothing abnormal. The aircraft returned to Dorval the same day and landed without further problems. The next day, during a routine check carried out by the airline's maintenance department, significant damage to the lower part of the engine nacelle was noted."
94465,"the b90 was orbiting at 3,000 feet asl over a forest fire that was raging on the cliff face bordering the st. lawrence river. the passenger a <pointer> from the fire protection society (sopfeu) seated to the right of the pilot asked the latter to fly over the area near the railway line located near the river in order to assess the threat to rail transportation that the fire could represent. the pilot moved away towards the river and descended to 500 feet asl before following the railway line westward over the water. he intended to make a right turn to allow the passenger to better observe the area. the flaps were retracted and the airspeed was 160 knots. during the turn the pilot judged that there was not enough space between the rising terrain and the aircraft to complete the manoeuvre. After concluding that his room for manoeuvre was sufficiently limited that a U-turn would cause the aircraft to stall during the turn, he decided to attempt to cross the ridge straight ahead. To this end, he applied full throttle and then selected the speed that would allow the best climb gradient. The right wing struck a tree about 400 feet from the summit. The pilot then pitched the aircraft up to reduce the deceleration forces. A fire broke out shortly after the collision with the ground. The pilot had to untie and pull the unconscious passenger from the cabin. The occupants evacuated the aircraft through the main door without further incident. The wind was from the southwest at 15 knots and visibility was over 15 miles. The pilot reported no anomalies or malfunctions."
94145,"The aircraft, a Cessna 152, was on a training flight practicing stall exercises: spiral spins and high-angle bank turns over Lake St. Francis. The student and then the instructor were unable to regain control of the aircraft during a spin. The aircraft crashed into the lake and sank. The student was able to evacuate the aircraft and was rescued by a fisherman. The instructor did not survive the accident."
93898,"The pilot of the C185 was following the St. Lawrence River toward Montreal when he decided to divert to Lac des Trois Saumons because of bad weather. The pilot was attempting to cross the summit of a mountain over 1,000 feet high when the aircraft struck trees and crashed on an access road. The pilot reported no problems with the aircraft. The ceiling was approximately 800 feet."
93748,"About 45 minutes from destination on a vfr \""on top\"" flight the cessna 337's front engine misfired and shut down. The pilot attempted to restart the front engine unsuccessfully and then secured the aircraft and feathered the propeller. Shortly thereafter the rear engine shut down and the aircraft began to lose altitude. At about 2,500 feet it broke through the cloud cover, chose a field and landed on its belly. Due to the conditions in the field the pilot elected to land without extending the landing gear. The pilot was uninjured and damage was limited to the outer surface of the belly of the aircraft, a wing tip and the front propeller. The pilot is licensed in the united states for vfr \""on top\"". The aircraft has an endurance of 5 1/2 hours and it had only flown 1:40 hrs since leaving miramichi nb. mechanical inspection has revealed nothing to date. on the ground the tanks were about half full the propellers were turning freely. no contaminants were found when the tanks were drained and fuel flow to the carburetors was not restricted. information to follow.10-jul-98: no obvious cause has been found. both engines were checked and are ok. a contamination check and system flow check were done and nothing was found."""
93696,"the pilot took off from the magog river on a local flight. about 15 minutes after takeoff the wag-aero 2+2's engine stopped while the floatplane was at about 1,300 feet agl over a residential area. the pilot decided to make an emergency landing on dry land after calculating that he could not make it to the river. to avoid a collision with a house and power lines the pilot steered the aircraft into a tree. the right float struck a branch the aircraft spun 180? to the left and fell into the garden of a private home tilted to the left. the left wing struck the ground and the aircraft came to rest on its floats a few inches from a small shed. the pilot injured his head while evacuating the cockpit. when refueling just before the flight the pilot closed the fuel cocks of the two tanks located in the wings. he did not open the cocks before takeoff. the aircraft which is equipped with a 2.5 gallon tank ran out of fuel. the fuel consumption of the engine (lycoming 0320) is 8 gallons per hour."
92527,"The Bell 206 L-4 was hovering at approximately 100 feet AGL at 20 knots when the pilot made a right turn. Shortly thereafter, the helicopter rapidly lost altitude. The pilot had to apply more than the maximum allowable power to arrest the descent. The tail rotor struck the top of a tree before the aircraft could regain altitude. During the climb, the tail rotor failed. The pilot cut the power and successfully autorotated onto a frozen lake."
91473,"The pilot was carrying a longline. After the load was placed on the ground, the Bell 206's main rotor rpm began to decrease. The aircraft struck the ground violently. The oil and fuel will be checked for contaminants. The engine may be sent to the TSB laboratory for testing."
91379,"The student was on a solo cross-country flight from Rouyn with a stopover in Val-d'Or followed by a return to Rouyn. During landing, the nose gear collapsed. According to the student, the landing was normal. The damage was mainly located on the nose gear and the airframe. There was also damage to the propeller. The aircraft was towed and technicians will assess the damage and submit the results."
91163,"The pilot of the amateur-built Sonerai had been flying for approximately 40 minutes when engine problems began. After several attempts to correct the significant loss of power, the pilot reported to the Quebec City Tower that he had to make a forced landing. The pilot landed on Charest Boulevard in Quebec City. During the landing, the aircraft's left wing was damaged. The aircraft was quickly transported off the road. During a visual inspection after the event, the owner discovered that there was a fault in the magneto distributor that caused ignition in the intake line of a cylinder and disconnected the intake line from the gases to the cylinders. The mixture, made too lean by the leak, did not allow the engine to develop normal power."
91139,The student pilot on an ultralight Beaver Spectrum on the fleet had just taken off for a ground flight. During the climb he felt oscillations. The aircraft stalled at an altitude insufficient to avoid impact with the surface of the water. Wind conditions were not a factor in this accident according to the pilot.
91006,"The aircraft, a Cessna 150, took off from Pabok airport at around 11:44 a.m. heading for Quebec City. At around 3:15 p.m., the engine misfired while the aircraft was less than 20 miles from Quebec City airport. The pilot made a forced landing that ended in the trees at the edge of the field. There were only 3 gallons left in the tanks, which corresponds to unusable gasoline."
90861,During the touch-and-go the engine of the Luscombe 8A stopped while the aircraft was downwind at approximately 1000 feet agl. The pilot attempted to make a short circuit but was forced to land in a soybean field near the runway. The aircraft somersaulted on touchdown and came to rest inverted in the field. No injuries. The left wing and upper surface of the wings were damaged. The aircraft had been refueled a few days before the flight and a total of approximately 1:10 hours of flight time had been completed prior to the occurrence. With full tanks the aircraft can fly for approximately 3:20 hours. The new engine (Continental A65) had been installed a few weeks before. The reasons for the engine failure are not yet known. 29-07-97: After initial inspection of the aircraft the owner concluded that the engine failure was caused by lack of fuel. The pilot had not visually checked the quantity of fuel before undertaking the flight.
90834,The pilot picked up a passenger approximately 114 miles from the mine and elected to follow the main road back to the mine. The main rotor struck high-tension wires while the aircraft was traveling at approximately 30 feet agl at 55 knots. The helicopter came to rest on its right side. The pilot had the sun in front of him and was not aware of the wires there since this was his first time flying that side of the mine. Minor injuries to both occupants. The aircraft is considered a total loss.
90618,"The pilot of the Zenair CH 250 was on a local pleasure flight. Witnesses reported that the pilot appeared to have difficulty maintaining control of his aircraft, which then crashed to the ground. The pilot, the sole occupant, was fatally injured. Investigators were dispatched to the scene."
